250		
2546		
244	246	7.26144
246	244	7.26144
239	240	6.58192
240	239	6.58192
238	245	3.80804
245	238	3.80804
235	238	4.36976
238	235	4.36976
233	240	4.73308
240	233	4.73308
232	248	6.33826
248	232	6.33826
231	248	6.63338
248	231	6.63338
229	249	6.26076
249	229	6.26076
228	241	0.91326
241	228	0.91326
226	231	4.73556
231	226	4.73556
223	242	6.31408
242	223	6.31408
223	249	6.75676
249	223	6.75676
222	225	6.10204
225	222	6.10204
220	247	6.39158
247	220	6.39158
219	221	4.0517
221	219	4.0517
218	224	3.71566
224	218	3.71566
218	227	5.69904
227	218	5.69904
217	232	5.96006
232	217	5.96006
216	232	5.41756
232	216	5.41756
214	219	2.54448
219	214	2.54448
214	221	6.47528
221	214	6.47528
213	235	5.7691
235	213	5.7691
213	238	6.63834
238	213	6.63834
212	214	5.59488
214	212	5.59488
212	219	5.02138
219	212	5.02138
212	221	5.1584
221	212	5.1584
212	244	2.67902
244	212	2.67902
211	222	3.83904
222	211	3.83904
211	225	6.60238
225	211	6.60238
210	212	3.60406
212	210	3.60406
210	214	4.40138
214	210	4.40138
210	219	2.31136
219	210	2.31136
210	221	2.26858
221	210	2.26858
210	244	6.23844
244	210	6.23844
209	211	0.78678
211	209	0.78678
209	222	4.56134
222	209	4.56134
209	225	7.22424
225	209	7.22424
208	226	2.89044
226	208	2.89044
208	231	5.46902
231	208	5.46902
207	210	1.95796
210	207	1.95796
207	212	3.51354
212	207	3.51354
207	214	6.27378
214	207	6.27378
207	219	4.26436
219	207	4.26436
207	221	1.79924
221	207	1.79924
207	244	5.71516
244	207	5.71516
206	209	7.10954
209	206	7.10954
205	207	6.57572
207	205	6.57572
205	210	4.91784
210	205	4.91784
205	214	4.5539
214	205	4.5539
205	219	3.19734
219	205	3.19734
205	221	5.50498
221	205	5.50498
204	222	5.96812
222	204	5.96812
204	225	3.10186
225	204	3.10186
204	231	7.08784
231	204	7.08784
203	249	2.57176
249	203	2.57176
202	204	2.60834
204	202	2.60834
202	209	6.79272
209	202	6.79272
202	211	6.00904
211	202	6.00904
202	222	3.3728
222	202	3.3728
202	225	3.75472
225	202	3.75472
201	216	7.04506
216	201	7.04506
201	217	6.89316
217	201	6.89316
201	232	2.20534
232	201	2.20534
201	248	4.13416
248	201	4.13416
200	203	3.50362
203	200	3.50362
200	223	6.19008
223	200	6.19008
200	249	3.9277
249	200	3.9277
199	237	4.19554
237	199	4.19554
198	223	5.60232
223	198	5.60232
198	242	1.88294
242	198	1.88294
197	230	6.16094
230	197	6.16094
196	205	3.54516
205	196	3.54516
196	214	5.10446
214	196	5.10446
196	219	5.51986
219	196	5.51986
195	238	7.0618
238	195	7.0618
195	245	5.75732
245	195	5.75732
194	220	7.16162
220	194	7.16162
193	243	5.76972
243	193	5.76972
192	243	4.89614
243	192	4.89614
191	202	3.85392
202	191	3.85392
191	204	4.37782
204	191	4.37782
191	222	5.72508
222	191	5.72508
191	225	7.09652
225	191	7.09652
191	231	7.3997
231	191	7.3997
190	220	2.6846
220	190	2.6846
190	247	4.1416
247	190	4.1416
189	200	7.00786
200	189	7.00786
189	203	3.58298
203	189	3.58298
189	220	5.82986
220	189	5.82986
189	249	5.30534
249	189	5.30534
188	230	3.21842
230	188	3.21842
188	233	5.3165
233	188	5.3165
188	240	5.9272
240	188	5.9272
187	208	4.06534
208	187	4.06534
187	226	2.2692
226	187	2.2692
187	231	2.6133
231	187	2.6133
187	248	7.26392
248	187	7.26392
186	189	3.5805
189	186	3.5805
186	203	6.3891
203	186	6.3891
186	249	6.9409
249	186	6.9409
185	201	4.31272
201	185	4.31272
185	232	6.36058
232	185	6.36058
185	248	1.79552
248	185	1.79552
184	188	4.69092
188	184	4.69092
184	197	3.31762
197	184	3.31762
184	230	2.90842
230	184	2.90842
183	215	1.87054
215	183	1.87054
182	198	4.8794
198	182	4.8794
182	223	5.24024
223	182	5.24024
182	242	6.70282
242	182	6.70282
181	184	5.43368
184	181	5.43368
181	188	6.68236
188	181	6.68236
181	196	7.23788
196	181	7.23788
181	230	3.69706
230	181	3.69706
180	213	2.0801
213	180	2.0801
179	193	6.35872
